long,lat,gps_speed_ms,gps_speed_kmh,altitude,g_total,engine_load,engine_rpm,throttle_position,intake_air_temperature,fuel_level,kpl,kpl_avg,trip_distance,gps_time,device_time
6.09607631,50.77691988,8.75,31.5,212.0,0.009839653968811035,56.078433990478516,1350.0,83.52941131591797,10.0,,6.108123779296875,3.579608201980591,0.20090052485466003,Sat Mar 07 08:08:51 MEZ 2015,07Mär.2015 08:08:50.040
6.09595344,50.77689694,8.75,31.5,213.0,0.001685023307800293,37.64706039428711,1357.0,83.52941131591797,9.0,,6.951228618621826,3.666059970855713,0.20993492007255554,Sat Mar 07 08:08:52 MEZ 2015,07Mär.2015 08:08:51.042
6.09580938,50.77688919,8.75,31.5,213.0,0.022341609001159668,10.588235855102539,1292.5,83.52941131591797,8.0,,8.664121627807617,3.666059970855713,0.22013252973556519,Sat Mar 07 08:08:53 MEZ 2015,07Mär.2015 08:08:52.038
6.09569652,50.7768664,8.5,30.599998474121094,213.0,0.02816981077194214,0.0,1241.5,83.52941131591797,4.0,,10.778639793395996,4.000904083251953,0.22848694026470184,Sat Mar 07 08:08:54 MEZ 2015,07Mär.2015 08:08:53.043
6.0956101,50.77682835,8.0,28.799999237060547,212.0,0.045341551303863525,0.0,1173.0,83.52941131591797,4.0,,10.69597339630127,4.000904083251953,0.23590801656246185,Sat Mar 07 08:08:55 MEZ 2015,07Mär.2015 08:08:54.048
6.0954843,50.77683767,7.25,26.099998474121094,211.0,0.02705293893814087,27.05882453918457,934.5,83.52941131591797,4.0,,8.51158332824707,4.156048774719238,0.2448415458202362,Sat Mar 07 08:08:56 MEZ 2015,07Mär.2015 08:08:55.038
6.09539816,50.77683578,6.25,22.5,211.0,0.01957648992538452,28.235294342041016,935.5,83.52941131591797,5.0,,7.185760021209717,4.226507663726807,0.25092098116874695,Sat Mar 07 08:08:57 MEZ 2015,07Mär.2015 08:08:56.038
6.09532364,50.77683846,5.0,18.0,211.0,0.016862452030181885,28.235294342041016,938.0,83.52941131591797,5.0,,5.90302848815918,4.264610767364502,0.2561856210231781,Sat Mar 07 08:08:58 MEZ 2015,07Mär.2015 08:08:57.039
6.09527995,50.77684085,3.5,12.59999942779541,212.0,0.005038022994995117,28.235294342041016,943.0,83.52941131591797,5.0,,2.8010311126708984,4.265310764312744,0.25927868485450745,Sat Mar 07 08:08:59 MEZ 2015,07Mär.2015 08:08:58.060
6.09525684,50.77684325,2.0,7.199999809265137,212.0,0.020168721675872803,28.235294342041016,925.5,83.52941131591797,6.0,,1.8514782190322876,4.212836265563965,0.26093044877052307,Sat Mar 07 08:09:00 MEZ 2015,07Mär.2015 08:08:59.039
