long,lat,gps_speed_ms,gps_speed_kmh,speed_obd_kmh,altitude,g_total,engine_load,engine_rpm,throttle_position,intake_air_temperature,fuel_level,kpl,kpl_avg,trip_distance,gps_time,device_time
6.0417586,50.77907921,9.25,33.29999923706055,32.0,247.0,0.014686107635498047,71.37255096435547,923.5,83.52941131591797,26.0,,8.640893936157227,6.589386463165283,0.4063377380371094,Sat Mar 07 11:56:57 MEZ 2015,07Mär.2015 11:56:56.473
6.04163244,50.77908152,9.0,32.39999771118164,31.0,247.0,0.006840407848358154,74.90196228027344,913.0,83.52941131591797,26.0,,8.152304649353027,6.621283054351807,0.4152395725250244,Sat Mar 07 11:56:58 MEZ 2015,07Mär.2015 11:56:57.476
6.04151145,50.77907694,8.75,31.5,31.0,248.0,0.04262644052505493,79.21569061279297,901.0,83.52941131591797,26.0,,7.864818096160889,6.621283054351807,0.42378824949264526,Sat Mar 07 11:56:59 MEZ 2015,07Mär.2015 11:56:58.474
6.04138778,50.77907827,8.75,31.5,31.0,248.0,0.0040163397789001465,81.17647552490234,884.0,83.52941131591797,26.0,,7.463743686676025,6.6401824951171875,0.4325120151042938,Sat Mar 07 11:57:00 MEZ 2015,07Mär.2015 11:56:59.486
6.04138778,50.77907827,8.75,31.5,31.0,248.0,0.04231828451156616,83.52941131591797,906.0,83.52941131591797,27.0,,7.10159158706665,6.649229526519775,0.4325120151042938,Sat Mar 07 11:57:00 MEZ 2015,07Mär.2015 11:57:00.474
6.04112318,50.77908067,8.75,31.5,31.0,248.0,0.04860121011734009,83.13725280761719,906.5,83.52941131591797,27.0,,7.547944068908691,6.666512489318848,0.4511762857437134,Sat Mar 07 11:57:02 MEZ 2015,07Mär.2015 11:57:01.473
6.04101246,50.77907228,8.75,31.5,32.0,248.0,0.04158729314804077,70.5882339477539,913.0,83.52941131591797,27.0,,8.29258918762207,6.666512489318848,0.4590409994125366,Sat Mar 07 11:57:03 MEZ 2015,07Mär.2015 11:57:02.474
6.04087441,50.77906922,8.75,31.5,32.0,249.0,0.019977476447820663,60.39215850830078,918.0,83.52941131591797,26.0,,8.640893936157227,6.703764915466309,0.4687836766242981,Sat Mar 07 11:57:04 MEZ 2015,07Mär.2015 11:57:03.476
6.04076645,50.77906287,8.75,31.5,31.0,249.0,0.06684499979019165,47.45098114013672,916.0,83.52941131591797,25.0,,9.954301834106445,6.811661720275879,0.47643086314201355,Sat Mar 07 11:57:05 MEZ 2015,07Mär.2015 11:57:04.472
6.04065111,50.77906075,8.75,31.5,31.0,249.0,0.023712575435638428,50.58823776245117,905.0,83.52941131591797,24.0,,9.87038803100586,6.811661720275879,0.4845692813396454,Sat Mar 07 11:57:06 MEZ 2015,07Mär.2015 11:57:05.474
6.04053549,50.77905665,8.75,31.5,32.0,249.0,0.011293172836303711,63.13725662231445,922.5,83.52941131591797,25.0,,9.096104621887207,6.856958866119385,0.4927367568016052,Sat Mar 07 11:57:07 MEZ 2015,07Mär.2015 11:57:06.472
6.04040658,50.77905796,8.75,31.5,32.0,249.0,0.06346148252487183,66.2745132446289,933.0,83.52941131591797,25.0,,8.687475204467773,6.889073371887207,0.5018300414085388,Sat Mar 07 11:57:08 MEZ 2015,07Mär.2015 11:57:07.473
6.04026436,50.77906101,9.0,32.39999771118164,33.0,248.0,0.02921992540359497,73.33333587646484,966.5,83.52941131591797,26.0,,8.407522201538086,6.915252685546875,0.5118666291236877,Sat Mar 07 11:57:09 MEZ 2015,07Mär.2015 11:57:08.473
6.04013559,50.77906615,9.25,33.29999923706055,34.0,249.0,0.0010709166526794434,69.80392456054688,984.5,83.52941131591797,26.0,,8.706340789794922,6.93668794631958,0.5209668278694153,Sat Mar 07 11:57:10 MEZ 2015,07Mär.2015 11:57:09.473
6.04003238,50.77905007,9.5,34.20000076293945,35.0,249.0,0.03891032934188843,62.352943420410156,1025.0,83.52941131591797,26.0,,9.109081268310547,6.97289514541626,0.528462827205658,Sat Mar 07 11:57:11 MEZ 2015,07Mär.2015 11:57:10.474
